Date,Temperature,State
2011-03,24.1,New South Wales
2012-03,22.7,New South Wales
2013-03,24.1,New South Wales
2014-03,24.1,New South Wales
2015-03,24.4,New South Wales
2016-03,24.1,New South Wales
2017-03,24,New South Wales
2018-03,24.8,New South Wales
2019-03,24.8,New South Wales
2020-03,23.6,New South Wales
2021-03,23.7,New South Wales
2022-03,23.9,New South Wales
2023-03,25.8,New South Wales
2010-04,22.8,New South Wales
2011-04,21.9,New South Wales
2012-04,22,New South Wales
2013-04,22.5,New South Wales
2014-04,22.6,New South Wales
2015-04,21.2,New South Wales
2016-04,23.2,New South Wales
2017-04,22.2,New South Wales
2018-04,24,New South Wales
2019-04,23.1,New South Wales
2020-04,23,New South Wales
2021-04,22.4,New South Wales
2022-04,22.6,New South Wales
2023-04,21.6,New South Wales
2010-05,20.2,New South Wales
2011-05,18.4,New South Wales
2012-05,19.3,New South Wales
2013-05,19.8,New South Wales
2014-05,21.5,New South Wales
2015-05,19.5,New South Wales
2016-05,21.9,New South Wales
2017-05,20.1,New South Wales
2018-05,20.1,New South Wales
2019-05,21.1,New South Wales
2020-05,19.6,New South Wales
2021-05,19.6,New South Wales
2022-05,20.4,New South Wales
2023-05,19.4,New South Wales
2010-06,17.1,New South Wales
2011-06,17.6,New South Wales
2012-06,17,New South Wales
2013-06,17.5,New South Wales
2014-06,18.5,New South Wales
2015-06,17.8,New South Wales
2016-06,18.3,New South Wales
2017-06,17.4,New South Wales
2018-06,17.1,New South Wales
2019-06,17.8,New South Wales
2020-06,18.2,New South Wales
2021-06,17.3,New South Wales
2022-06,17.1,New South Wales
2023-06,18.1,New South Wales
2010-07,16.4,New South Wales
2011-07,16.6,New South Wales
2012-07,16.5,New South Wales
2013-07,18.3,New South Wales
2014-07,17.8,New South Wales
2015-07,16.4,New South Wales
2016-07,17.9,New South Wales
2017-07,18.2,New South Wales
2018-07,18.7,New South Wales
2019-07,18.4,New South Wales
2020-07,17.6,New South Wales
2021-07,17.2,New South Wales
2022-07,16.8,New South Wales
2023-07,18.7,New South Wales
2010-08,17.2,New South Wales
2011-08,18.1,New South Wales
2012-08,18,New South Wales
2013-08,19.4,New South Wales
2014-08,16.7,New South Wales
2015-08,17.8,New South Wales
2016-08,18,New South Wales
2017-08,17.9,New South Wales
2018-08,17.4,New South Wales
2019-08,17.9,New South Wales
2020-08,17.9,New South Wales
2021-08,18.8,New South Wales
2022-08,18.2,New South Wales
2023-08,18.5,New South Wales
2010-09,19.4,New South Wales
2011-09,19.9,New South Wales
2012-09,20.1,New South Wales
2013-09,22.3,New South Wales
2014-09,19.4,New South Wales
2015-09,18.8,New South Wales
2016-09,19.4,New South Wales
2017-09,21.4,New South Wales
2018-09,18.6,New South Wales
2019-09,19.9,New South Wales
2020-09,20.5,New South Wales
2021-09,20.1,New South Wales
2022-09,18.5,New South Wales
2023-09,21.2,New South Wales
2010-10,19.9,New South Wales
2011-10,19.5,New South Wales
2012-10,20.5,New South Wales
2013-10,23.1,New South Wales
2014-10,21.5,New South Wales
2015-10,22.3,New South Wales
2016-10,21.5,New South Wales
2017-10,21.3,New South Wales
2018-10,19.2,New South Wales
2019-10,21.7,New South Wales
2020-10,20.9,New South Wales
2021-10,21,New South Wales
2022-10,20.4,New South Wales
2023-10,21.9,New South Wales
2010-11,20.8,New South Wales
2011-11,23.1,New South Wales
2012-11,21.2,New South Wales
2013-11,21.7,New South Wales
2014-11,22.7,New South Wales
2015-11,23.8,New South Wales
2016-11,22.6,New South Wales
2017-11,21.2,New South Wales
2018-11,22.7,New South Wales
2019-11,23.3,New South Wales
2020-11,22.8,New South Wales
2021-11,20.3,New South Wales
2022-11,21.2,New South Wales
2023-11,21.7,New South Wales
2010-12,23.3,New South Wales
2011-12,20.6,New South Wales
2012-12,23.2,New South Wales
2013-12,23.4,New South Wales
2014-12,23.3,New South Wales
2015-12,23.1,New South Wales
2016-12,25,New South Wales
2017-12,24.3,New South Wales
2018-12,23.5,New South Wales
2019-12,23.4,New South Wales
2020-12,23.5,New South Wales
2021-12,23.1,New South Wales
2022-12,21.6,New South Wales
2023-12,25.1,New South Wales
2010-01,31.5,Northern Territory
2011-01,31.1,Northern Territory
2012-01,32.6,Northern Territory
2013-01,32.9,Northern Territory
2014-01,31.7,Northern Territory
2015-01,31.2,Northern Territory
2016-01,33,Northern Territory
2017-01,32,Northern Territory
2018-01,31.8,Northern Territory
2019-01,32.7,Northern Territory
2020-01,32.8,Northern Territory
2021-01,31.8,Northern Territory
2022-01,32.6,Northern Territory
2023-01,31.8,Northern Territory
2010-02,32.6,Northern Territory
2011-02,30.5,Northern Territory
2012-02,32.4,Northern Territory
2013-02,32.6,Northern Territory
2014-02,31.3,Northern Territory
2015-02,32.6,Northern Territory
2016-02,33.5,Northern Territory
2017-02,31.6,Northern Territory
2018-02,31.6,Northern Territory
2019-02,33.1,Northern Territory
2020-02,33.4,Northern Territory
2021-02,31.4,Northern Territory
2022-02,31.7,Northern Territory
2023-02,31.4,Northern Territory
2010-03,33.3,Northern Territory
2011-03,31,Northern Territory
2012-03,31.8,Northern Territory
2013-03,32,Northern Territory
2014-03,33,Northern Territory
2015-03,32.7,Northern Territory
2016-03,33.7,Northern Territory
2017-03,32.1,Northern Territory
2018-03,32.7,Northern Territory
2019-03,33.4,Northern Territory
2020-03,33.2,Northern Territory
2021-03,32.3,Northern Territory
2022-03,33.4,Northern Territory
2023-03,32.5,Northern Territory
2010-04,32.5,Northern Territory
2011-04,31.7,Northern Territory
2012-04,32.8,Northern Territory
2013-04,33.7,Northern Territory
2014-04,33,Northern Territory
2015-04,33.2,Northern Territory
2016-04,34.5,Northern Territory
2017-04,32,Northern Territory
2018-04,33.8,Northern Territory
2019-04,33.1,Northern Territory
2020-04,33.7,Northern Territory
2021-04,33,Northern Territory
2022-04,33.9,Northern Territory
2023-04,32.7,Northern Territory
2010-05,32.3,Northern Territory
2011-05,30.8,Northern Territory
2012-05,31.1,Northern Territory
2013-05,32.7,Northern Territory
2014-05,32.7,Northern Territory
2015-05,32.6,Northern Territory
2016-05,33.5,Northern Territory
2017-05,32.9,Northern Territory
2018-05,32.7,Northern Territory
2019-05,32.3,Northern Territory
2020-05,32.1,Northern Territory
2021-05,32.7,Northern Territory
2022-05,33.6,Northern Territory
2023-05,32.2,Northern Territory
2010-06,31.1,Northern Territory
2011-06,29,Northern Territory
2012-06,29.7,Northern Territory
2013-06,31.8,Northern Territory
2014-06,31.2,Northern Territory
2015-06,32,Northern Territory
2016-06,33.2,Northern Territory
2017-06,31.3,Northern Territory
2018-06,31.6,Northern Territory
2019-06,31,Northern Territory
2020-06,32.4,Northern Territory
2021-06,31.8,Northern Territory
2022-06,31.9,Northern Territory
2023-06,32.6,Northern Territory
2010-07,32.6,Northern Territory
2011-07,31.2,Northern Territory
2012-07,30.6,Northern Territory
2013-07,31.5,Northern Territory
2014-07,31.1,Northern Territory
2015-07,31.3,Northern Territory
2016-07,31.5,Northern Territory
2017-07,32.6,Northern Territory
2018-07,31.9,Northern Territory
2019-07,31.3,Northern Territory
2020-07,32,Northern Territory
2021-07,32.3,Northern Territory
2022-07,29.8,Northern Territory
2023-07,31.6,Northern Territory
2010-08,32.8,Northern Territory
2011-08,31.9,Northern Territory
2012-08,31.4,Northern Territory
2013-08,32.1,Northern Territory
2014-08,31.9,Northern Territory
2015-08,31.8,Northern Territory
2016-08,32.6,Northern Territory
2017-08,33.1,Northern Territory
2018-08,32,Northern Territory
2019-08,32,Northern Territory
2020-08,32.6,Northern Territory
2021-08,33.4,Northern Territory
2022-08,32.8,Northern Territory
2023-08,33.3,Northern Territory
2010-09,34,Northern Territory
2011-09,32.8,Northern Territory
2012-09,33.7,Northern Territory
2013-09,33.3,Northern Territory
2014-09,33.2,Northern Territory
2015-09,33.2,Northern Territory
2016-09,33.2,Northern Territory
2017-09,34.1,Northern Territory
2018-09,33.6,Northern Territory
2019-09,32.7,Northern Territory
2020-09,33.9,Northern Territory
2021-09,34.1,Northern Territory
2022-09,33.8,Northern Territory
2023-09,33.7,Northern Territory
2010-10,33.7,Northern Territory
2011-10,33.3,Northern Territory
2012-10,33.9,Northern Territory
2013-10,34.1,Northern Territory
2014-10,34.3,Northern Territory
2015-10,33.8,Northern Territory
2016-10,33.8,Northern Territory
2017-10,33.9,Northern Territory
2018-10,34.2,Northern Territory
2019-10,34.3,Northern Territory
2020-10,33.6,Northern Territory
2021-10,34.5,Northern Territory
2022-10,33.8,Northern Territory
2023-10,34.6,Northern Territory
2010-11,33,Northern Territory
2011-11,32.9,Northern Territory
2012-11,33.9,Northern Territory
2013-11,32.9,Northern Territory
2014-11,34.3,Northern Territory
2015-11,34.7,Northern Territory
2016-11,33.7,Northern Territory
2017-11,33.9,Northern Territory
2018-11,34,Northern Territory
2019-11,34.5,Northern Territory
2020-11,35,Northern Territory
2021-11,34.7,Northern Territory
2022-11,34.1,Northern Territory
2023-11,34.4,Northern Territory
2010-12,31.9,Northern Territory
2011-12,33.3,Northern Territory
2012-12,34.2,Northern Territory
2013-12,32.6,Northern Territory
2014-12,34,Northern Territory
2015-12,32.4,Northern Territory
2016-12,32.6,Northern Territory
2017-12,33.9,Northern Territory
2018-12,34,Northern Territory
2019-12,35.3,Northern Territory
2020-12,32.6,Northern Territory
2021-12,33.5,Northern Territory
2022-12,33.1,Northern Territory
2023-12,34.1,Northern Territory
2010-01,31.1,Queensland
2011-01,29.6,Queensland
2012-01,28.7,Queensland
2013-01,30.5,Queensland
2014-01,30.7,Queensland
2015-01,30.5,Queensland
2016-01,30.4,Queensland
2017-01,31.4,Queensland
2018-01,31.8,Queensland
2019-01,31.9,Queensland
2020-01,30.9,Queensland
2021-01,29.9,Queensland
2022-01,29.7,Queensland
2023-01,30,Queensland
2010-02,30.1,Queensland
2011-02,30.6,Queensland
2012-02,29.8,Queensland
2013-02,28.5,Queensland
2014-02,30.2,Queensland
2015-02,29.3,Queensland
2016-02,32,Queensland
2017-02,32.5,Queensland
2018-02,29.7,Queensland
2019-02,31.6,Queensland
2020-02,29.9,Queensland
2021-02,30,Queensland
2022-02,29.1,Queensland
2023-02,30.9,Queensland
2010-03,28.2,Queensland
2011-03,28.7,Queensland
2012-03,28.2,Queensland
2013-03,28.4,Queensland
2014-03,29.2,Queensland
2015-03,30.2,Queensland
2016-03,29.9,Queensland
2017-03,30.6,Queensland
2018-03,28.7,Queensland
2019-03,31.2,Queensland
2020-03,28.7,Queensland
2021-03,28.5,Queensland
2022-03,29.2,Queensland
2023-03,30.8,Queensland
2010-04,27.3,Queensland
2011-04,26.2,Queensland
2012-04,26.5,Queensland
2013-04,26.7,Queensland
2014-04,28.2,Queensland
2015-04,26.1,Queensland
2016-04,28.8,Queensland
2017-04,26.2,Queensland
2018-04,27.8,Queensland
2019-04,26.9,Queensland
2020-04,28.7,Queensland
2021-04,26.3,Queensland
2022-04,27,Queensland
2023-04,27.3,Queensland
2010-05,23.8,Queensland
2011-05,23.4,Queensland
2012-05,24,Queensland
2013-05,23.3,Queensland
2014-05,25.1,Queensland
2015-05,24.5,Queensland
2016-05,27,Queensland
2017-05,24.7,Queensland
2018-05,24.8,Queensland
2019-05,24.9,Queensland
2020-05,24,Queensland
2021-05,23.9,Queensland
2022-05,23.8,Queensland
2023-05,24,Queensland
2010-06,21.6,Queensland
2011-06,20.9,Queensland
2012-06,21.1,Queensland
2013-06,21,Queensland
2014-06,23.3,Queensland
2015-06,21.6,Queensland
2016-06,21.5,Queensland
2017-06,22.8,Queensland
2018-06,22.6,Queensland
2019-06,22.8,Queensland
2020-06,22.7,Queensland
2021-06,21.7,Queensland
2022-06,21.3,Queensland
2023-06,23.3,Queensland
2010-07,21.7,Queensland
2011-07,21.5,Queensland
2012-07,21.4,Queensland
2013-07,21.8,Queensland
2014-07,22.4,Queensland
2015-07,21.1,Queensland
2016-07,22.5,Queensland
2017-07,22.9,Queensland
2018-07,23.2,Queensland
2019-07,23.5,Queensland
2020-07,22.1,Queensland
2021-07,21.7,Queensland
2022-07,19.9,Queensland
2023-07,22.6,Queensland
2010-08,22,Queensland
2011-08,22.6,Queensland
2012-08,23.3,Queensland
2013-08,24.8,Queensland
2014-08,22.7,Queensland
2015-08,23.7,Queensland
2016-08,23,Queensland
2017-08,24.7,Queensland
2018-08,24.3,Queensland
2019-08,24.1,Queensland
2020-08,23.4,Queensland
2021-08,23.8,Queensland
2022-08,22.4,Queensland
2023-08,24.5,Queensland
2010-09,24.8,Queensland
2011-09,24.9,Queensland
2012-09,25.5,Queensland
2013-09,27.2,Queensland
2014-09,25.2,Queensland
2015-09,24.7,Queensland
2016-09,24.9,Queensland
2017-09,27.3,Queensland
2018-09,24.9,Queensland
2019-09,27.4,Queensland
2020-09,25.9,Queensland
2021-09,25.2,Queensland
2022-09,24.3,Queensland
2023-09,25.9,Queensland
2010-10,24.8,Queensland
2011-10,25.6,Queensland
2012-10,27.3,Queensland
2013-10,28.8,Queensland
2014-10,27.8,Queensland
2015-10,27.1,Queensland
2016-10,27.1,Queensland
2017-10,27,Queensland
2018-10,26.1,Queensland
2019-10,26.8,Queensland
2020-10,27.8,Queensland
2021-10,28.3,Queensland
2022-10,25.8,Queensland
2023-10,27.5,Queensland
2010-11,26.6,Queensland
2011-11,28.8,Queensland
2012-11,28.2,Queensland
2013-11,28.5,Queensland
2014-11,29.6,Queensland
2015-11,29.2,Queensland
2016-11,30.2,Queensland
2017-11,27,Queensland
2018-11,29.8,Queensland
2019-11,30.6,Queensland
2020-11,28.9,Queensland
2021-11,27.3,Queensland
2022-11,28,Queensland
2023-11,27.9,Queensland
2010-12,27.8,Queensland
2011-12,27.6,Queensland
2012-12,30.5,Queensland
2013-12,29.7,Queensland
2014-12,29.9,Queensland
2015-12,29.2,Queensland
2016-12,30.1,Queensland
2017-12,30.7,Queensland
2018-12,30.1,Queensland
2019-12,31.9,Queensland
2020-12,29.9,Queensland
2021-12,29.5,Queensland
2022-12,28.1,Queensland
2023-12,31.6,Queensland
2010-01,29.6,South Australia
2011-01,29.1,South Australia
2012-01,30,South Australia
2013-01,28.5,South Australia
2014-01,30.7,South Australia
2015-01,27.6,South Australia
2016-01,29.1,South Australia
2017-01,29.1,South Australia
2018-01,30.3,South Australia
2019-01,31.2,South Australia
2020-01,27.6,South Australia
2021-01,27.9,South Australia
2022-01,28,South Australia
2023-01,29.1,South Australia
2010-02,29.7,South Australia
2011-02,27.6,South Australia
2012-02,26.7,South Australia
2013-02,28.7,South Australia
2014-02,28.2,South Australia
2015-02,31,South Australia
2016-02,27.2,South Australia
2017-02,27.2,South Australia
2018-02,29,South Australia
2019-02,28.2,South Australia
2020-02,25.5,South Australia
2021-02,26.3,South Australia
2022-02,27.2,South Australia
2023-02,28.1,South Australia
2010-03,26.7,South Australia
2011-03,24.3,South Australia
2012-03,25.3,South Australia
2013-03,27.3,South Australia
2014-03,26,South Australia
2015-03,24.1,South Australia
2016-03,27.1,South Australia
2017-03,27.8,South Australia
2018-03,26.3,South Australia
2019-03,25.6,South Australia
2020-03,24.9,South Australia
2021-03,25,South Australia
2022-03,26.3,South Australia
2023-03,24.1,South Australia
2010-04,23.2,South Australia
2011-04,22.3,South Australia
2012-04,23.6,South Australia
2013-04,23.2,South Australia
2014-04,22.8,South Australia
2015-04,20.1,South Australia
2016-04,23.8,South Australia
2017-04,22.8,South Australia
2018-04,25.3,South Australia
2019-04,24,South Australia
2020-04,21.1,South Australia
2021-04,22.5,South Australia
2022-04,23.4,South Australia
2023-04,21.8,South Australia
2010-05,19.4,South Australia
2011-05,17.9,South Australia
2012-05,18,South Australia
2013-05,20.6,South Australia
2014-05,20.4,South Australia
2015-05,18.1,South Australia
2016-05,19.6,South Australia
2017-05,19,South Australia
2018-05,18.6,South Australia
2019-05,18.5,South Australia
2020-05,17.4,South Australia
2021-05,19.1,South Australia
2022-05,18.7,South Australia
2023-05,17.5,South Australia
2010-06,15.7,South Australia
2011-06,16.5,South Australia
2012-06,15.3,South Australia
2013-06,16.1,South Australia
2014-06,16.5,South Australia
2015-06,16,South Australia
2016-06,16.1,South Australia
2017-06,16.5,South Australia
2018-06,15.7,South Australia
2019-06,16.1,South Australia
2020-06,15.6,South Australia
2021-06,16.6,South Australia
2022-06,15.4,South Australia
2023-06,16.9,South Australia
2010-07,15,South Australia
2011-07,15.5,South Australia
2012-07,15.1,South Australia
2013-07,15.9,South Australia
2014-07,15.1,South Australia
2015-07,14.5,South Australia
2016-07,15.1,South Australia
2017-07,16.2,South Australia
2018-07,15.9,South Australia
2019-07,16.1,South Australia
2020-07,15.1,South Australia
2021-07,15.2,South Australia
2022-07,14.8,South Australia
2023-07,15.5,South Australia
2010-08,15,South Australia
2011-08,15.5,South Australia
2012-08,15.1,South Australia
2013-08,15.9,South Australia
2014-08,15.1,South Australia
2015-08,14.5,South Australia
2016-08,15.1,South Australia
2017-08,16.2,South Australia
2018-08,15.9,South Australia
2019-08,16.1,South Australia
2020-08,15.1,South Australia
2021-08,15.2,South Australia
2022-08,14.8,South Australia
2023-08,15.5,South Australia
2010-09,15,South Australia
2011-09,17.3,South Australia
2012-09,15.5,South Australia
2013-09,16.7,South Australia
2014-09,16.3,South Australia
2015-09,15.5,South Australia
2016-09,17,South Australia
2017-09,15.6,South Australia
2018-09,16.8,South Australia
2019-09,15.2,South Australia
2020-09,15.8,South Australia
2021-09,16.5,South Australia
2022-09,15.9,South Australia
2023-09,17.1,South Australia
2010-10,16.1,South Australia
2011-10,20.5,South Australia
2012-10,19.1,South Australia
2013-10,21.3,South Australia
2014-10,20.1,South Australia
2015-10,18.5,South Australia
2016-10,16.9,South Australia
2017-10,18.7,South Australia
2018-10,18.3,South Australia
2019-10,18.8,South Australia
2020-10,20.5,South Australia
2021-10,19.2,South Australia
2022-10,16.9,South Australia
2023-10,21.1,South Australia
2010-11,20.5,South Australia
2011-11,21.3,South Australia
2012-11,21.9,South Australia
2013-11,21.8,South Australia
2014-11,24.5,South Australia
2015-11,25.4,South Australia
2016-11,20.3,South Australia
2017-11,22.9,South Australia
2018-11,23,South Australia
2019-11,23.4,South Australia
2020-11,21.4,South Australia
2021-11,20.6,South Australia
2022-11,20.2,South Australia
2023-11,20.9,South Australia
2010-12,23,South Australia
2011-12,25.5,South Australia
2012-12,26.6,South Australia
2013-12,24.2,South Australia
2014-12,25.3,South Australia
2015-12,25.7,South Australia
2016-12,22.7,South Australia
2017-12,27,South Australia
2018-12,23.3,South Australia
2019-12,22.7,South Australia
2020-12,28,South Australia
2021-12,22.9,South Australia
2022-12,22.2,South Australia
2023-12,23.5,South Australia
2010-01,24.1,Tasmania
2011-01,22.5,Tasmania
2012-01,23.7,Tasmania
2013-01,23.9,Tasmania
2014-01,23.5,Tasmania
2015-01,21.5,Tasmania
2016-01,22.5,Tasmania
2017-01,23,Tasmania
2018-01,24.4,Tasmania
2019-01,25.9,Tasmania
2020-01,24.3,Tasmania
2021-01,22.5,Tasmania
2022-01,22.1,Tasmania
2023-01,23.5,Tasmania
2010-02,23.1,Tasmania
2011-02,20.7,Tasmania
2012-02,22.5,Tasmania
2013-02,23.5,Tasmania
2014-02,23.1,Tasmania
2015-02,22.5,Tasmania
2016-02,23.8,Tasmania
2017-02,22.9,Tasmania
2018-02,21.7,Tasmania
2019-02,22.9,Tasmania
2020-02,20.8,Tasmania
2021-02,22.5,Tasmania
2022-02,22.5,Tasmania
2023-02,23.2,Tasmania
2010-03,22.7,Tasmania
2011-03,20,Tasmania
2012-03,20.7,Tasmania
2013-03,22.9,Tasmania
2014-03,22,Tasmania
2015-03,20.3,Tasmania
2016-03,21.6,Tasmania
2017-03,22.4,Tasmania
2018-03,21.4,Tasmania
2019-03,21.5,Tasmania
2020-03,20,Tasmania
2021-03,21.2,Tasmania
2022-03,21.5,Tasmania
2023-03,20.7,Tasmania
2010-04,19.3,Tasmania
2011-04,18.1,Tasmania
2012-04,19.6,Tasmania
2013-04,17.9,Tasmania
2014-04,18.3,Tasmania
2015-04,16.7,Tasmania
2016-04,20.4,Tasmania
2017-04,19.2,Tasmania
2018-04,18.8,Tasmania
2019-04,19.6,Tasmania
2020-04,17.3,Tasmania
2021-04,18.5,Tasmania
2022-04,19,Tasmania
2023-04,19,Tasmania
2010-05,15.6,Tasmania
2011-05,14.9,Tasmania
2012-05,15.4,Tasmania
2013-05,16,Tasmania
2014-05,15.6,Tasmania
2015-05,14.6,Tasmania
2016-05,15.6,Tasmania
2017-05,14.7,Tasmania
2018-05,15.8,Tasmania
2019-05,15.8,Tasmania
2020-05,15.5,Tasmania
2021-05,15.7,Tasmania
2022-05,15.1,Tasmania
2023-05,15.5,Tasmania
